,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
38316,7,5,0,3,0,1,0,1,4,3,1,2,0,1,2,0,1,9,1,2,1
38317,3,3,0,2,0,0,0,1,4,3,1,5,1,0,0,0,1,9,1,2,0
38318,3,3,0,2,0,0,0,1,4,3,1,2,0,3,1,0,1,9,1,2,1
38320,2,2,1,6,0,1,1,0,4,3,1,1,1,0,0,0,1,9,1,2,0
38321,3,6,1,6,0,0,0,1,4,3,1,1,1,1,1,0,1,9,1,2,1
38322,8,5,0,3,0,0,0,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38323,2,2,1,6,0,1,1,1,4,4,1,1,1,1,1,0,1,9,1,2,1
38297,2,4,1,6,0,1,1,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38295,4,10,0,3,0,0,0,1,4,2,1,3,1,0,0,0,1,9,1,2,0
38382,5,0,0,4,0,0,0,0,4,0,1,2,1,0,0,0,1,9,1,2,0
38294,3,4,0,6,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38269,3,2,0,4,0,0,1,1,4,1,1,1,0,1,2,0,1,9,1,2,1
38270,2,11,1,1,0,1,0,1,4,1,1,1,0,1,2,0,1,9,1,2,1
38271,2,11,1,3,0,1,0,1,4,1,1,2,1,1,1,0,1,9,1,2,0
38272,2,4,1,5,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38273,5,2,0,3,0,1,0,1,4,1,3,2,1,1,1,0,1,9,1,2,0
38274,1,11,1,5,0,0,1,1,4,1,2,1,0,2,2,0,1,9,1,2,1
38275,3,7,0,1,0,1,1,1,4,1,1,2,1,0,0,0,1,9,1,2,1
38276,4,3,1,3,0,0,1,1,4,1,1,2,1,1,1,0,1,9,1,2,1
38277,2,11,1,3,0,1,0,0,4,1,2,3,1,0,0,0,1,9,1,2,1
38278,4,2,0,2,0,1,0,1,4,1,1,2,0,2,2,0,1,9,1,2,0
38279,8,5,0,0,0,0,0,1,4,1,1,2,1,0,0,0,1,9,1,2,0
38280,4,3,1,4,0,0,0,1,4,1,1,2,1,0,0,0,1,9,1,2,0
38281,7,5,1,6,0,0,0,0,4,1,1,1,1,0,0,0,1,9,1,2,0
38282,2,4,1,1,0,0,0,1,4,2,1,1,1,1,1,0,1,9,1,2,1
38283,2,4,1,1,0,2,2,1,4,2,1,1,0,1,2,0,1,9,1,2,1
38284,2,2,1,1,0,0,0,0,4,2,2,1,1,0,0,0,1,9,1,2,1
38285,3,2,1,6,0,0,0,1,4,2,1,1,1,1,1,0,1,9,1,2,0
38286,7,5,0,3,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38287,3,2,1,6,0,1,0,1,4,2,1,1,0,2,2,0,1,9,1,2,0
38288,7,5,0,5,0,1,1,1,4,2,1,1,1,0,0,0,1,9,1,2,1
38289,3,4,0,6,0,1,0,1,4,2,1,1,1,1,1,0,1,9,1,2,1
38290,3,2,0,6,0,1,0,1,4,2,1,1,1,2,1,0,1,9,1,2,0
38291,3,3,1,4,0,0,0,1,4,2,2,3,1,0,0,0,1,9,1,2,0
38292,5,2,0,3,0,0,0,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38293,3,2,0,1,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38324,2,1,0,3,0,1,0,0,4,4,1,1,1,1,1,0,1,9,1,2,1
38325,2,1,0,3,0,1,0,1,4,4,2,1,0,1,2,0,1,9,1,2,1
38326,8,0,2,0,1,1,0,0,4,4,1,2,1,0,0,0,1,9,1,2,0
38327,2,11,1,1,0,0,0,1,4,4,1,2,1,1,1,0,1,9,1,2,1
38356,3,2,0,6,0,0,0,1,4,4,1,1,1,2,1,0,1,9,1,2,1
38357,3,6,0,0,0,0,0,1,4,0,1,2,1,0,0,0,1,9,1,2,0
38358,7,5,0,0,0,1,0,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38359,3,2,1,6,0,0,0,1,4,0,1,1,1,1,1,0,1,9,1,2,0
38360,2,6,1,6,0,0,0,1,4,0,1,1,1,2,1,0,1,9,1,2,0
38361,2,11,1,1,0,0,1,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38362,6,5,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38363,6,5,0,0,0,0,0,1,4,0,1,1,1,1,1,0,1,9,1,2,0
38364,6,5,0,0,0,1,0,1,4,0,2,1,1,0,0,0,1,9,1,2,0
38365,2,2,1,6,0,1,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38366,3,2,1,1,0,1,0,1,4,0,1,1,0,1,2,0,1,9,1,2,0
38367,5,10,0,4,0,1,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38368,6,5,0,0,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38369,5,10,0,4,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38370,3,1,1,1,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38371,3,1,0,1,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38372,5,7,2,1,0,0,1,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38373,2,11,1,1,0,0,1,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38374,3,6,0,0,0,1,0,1,4,0,1,3,1,0,0,0,1,9,1,2,0
38375,3,3,0,3,0,1,0,1,4,0,1,3,1,0,0,0,1,9,1,2,0
38376,3,1,1,1,0,1,0,1,4,0,1,2,1,0,0,0,1,9,1,2,1
38377,5,10,0,4,0,1,0,0,4,0,1,2,1,0,0,0,1,9,1,2,0
38378,4,3,0,3,0,0,0,1,4,0,1,1,1,1,1,0,1,9,1,2,0
38379,4,3,0,3,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38380,5,10,0,4,0,1,1,1,4,0,1,1,1,2,1,0,1,9,1,2,0
38355,4,2,1,1,0,1,0,1,4,4,1,2,1,0,0,0,1,9,1,2,1
38354,3,2,1,6,0,0,0,1,4,4,1,2,0,1,2,0,1,9,1,2,0
38353,4,3,0,4,0,0,0,1,4,4,1,1,1,2,1,0,1,9,1,2,0
38339,3,8,1,4,0,1,1,0,4,4,1,1,1,1,1,0,1,9,1,2,0
38328,3,8,0,4,0,0,1,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38329,2,2,1,6,0,2,2,1,4,4,3,2,1,0,0,0,1,9,1,2,0
38330,3,4,0,6,0,0,0,1,4,4,1,1,0,1,2,0,1,9,1,2,1
38331,3,4,0,4,0,1,0,1,4,4,1,2,1,0,0,0,1,9,1,2,1
38332,4,2,0,6,0,1,1,1,4,4,1,5,1,0,0,0,1,9,1,2,0
38333,3,2,0,6,0,1,0,1,4,4,1,2,0,1,2,0,1,9,1,2,0
38334,3,4,0,6,0,1,0,1,4,4,1,1,0,2,1,0,1,9,1,2,0
38335,3,2,1,1,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,0
38336,3,2,1,1,0,1,0,1,4,4,1,1,1,0,0,0,1,9,1,2,0
38337,3,2,1,6,0,1,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38338,6,8,0,6,0,1,0,0,4,4,1,1,1,0,0,0,1,9,1,2,0
38340,2,2,1,6,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38352,3,6,0,6,0,1,0,1,4,4,1,1,0,1,2,0,1,9,1,2,0
38341,3,4,1,4,0,1,0,0,4,4,1,2,1,0,0,0,1,9,1,2,0
38342,3,1,0,1,0,1,0,1,4,4,1,1,0,1,2,0,1,9,1,2,0
38343,3,1,0,1,0,0,0,1,4,4,1,1,1,2,1,0,1,9,1,2,0
38344,4,2,1,1,0,0,0,1,4,4,1,1,1,1,1,0,1,9,1,2,0
38345,4,2,1,1,0,1,0,0,4,4,1,1,1,1,1,0,1,9,1,2,1
38346,2,2,1,6,0,0,0,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38347,5,4,0,4,0,2,2,1,4,4,1,1,0,2,1,0,1,9,1,2,1
38348,3,2,0,6,0,0,0,1,4,4,1,1,0,1,2,0,1,9,1,2,1
38349,3,4,0,6,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38350,2,6,1,6,0,0,0,1,4,4,1,1,1,1,1,0,1,9,1,2,1
38351,6,5,0,6,1,0,0,1,4,4,2,2,1,0,0,0,1,9,1,2,1
38268,3,2,0,4,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38267,4,4,0,4,0,0,1,0,4,1,1,2,1,0,0,0,1,9,1,2,0
38266,5,4,0,4,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38208,3,8,0,6,0,0,0,1,4,2,1,1,0,3,1,0,1,9,1,2,1
38182,2,7,1,0,0,1,0,1,4,4,1,2,0,1,2,0,1,9,1,2,0
38183,7,5,0,3,0,0,0,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38184,8,5,0,6,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38185,4,3,0,4,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38186,6,5,0,1,0,1,0,1,4,1,1,1,1,2,1,0,1,9,1,2,0
38187,3,0,1,6,0,1,0,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38188,4,6,1,6,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38189,4,6,1,6,0,0,0,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38190,6,5,2,4,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38191,8,5,0,6,0,1,1,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38192,8,5,0,6,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38193,8,5,2,0,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38194,6,5,0,1,0,1,0,1,4,1,1,2,1,0,0,0,1,9,1,2,1
38195,8,5,2,0,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38196,4,4,0,4,0,1,0,1,4,1,1,2,1,0,0,0,1,9,1,2,0
38197,2,2,0,1,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38198,5,9,0,0,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38199,5,9,0,0,0,0,0,1,4,1,1,1,0,2,2,0,1,9,1,2,1
38200,3,0,1,6,0,0,0,1,4,1,1,3,1,0,0,0,1,9,1,2,1
38201,3,2,0,6,0,1,0,1,4,2,1,1,1,1,1,0,1,9,1,2,0
38202,6,5,0,1,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38203,3,7,1,1,0,1,1,1,4,2,2,1,1,0,0,0,1,9,1,2,0
38204,5,9,0,5,0,0,0,1,4,2,1,1,0,3,1,0,1,9,1,2,1
38205,3,2,0,6,0,0,0,1,4,2,1,1,1,1,1,0,1,9,1,2,1
38206,8,5,2,0,0,2,2,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38181,6,5,0,2,0,1,0,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38180,2,7,1,0,0,1,1,1,4,4,1,1,1,0,0,0,1,9,1,2,0
38179,8,5,0,4,0,1,0,1,4,4,2,2,0,1,2,0,1,9,1,2,1
38165,4,4,2,5,0,1,0,1,4,3,1,1,0,1,2,0,1,9,1,2,0
38154,5,6,0,6,0,1,0,1,4,3,1,2,0,1,2,0,1,9,1,2,1
38155,3,2,1,6,0,1,0,1,4,3,1,3,1,0,0,0,1,9,1,2,1
38156,5,4,1,2,0,0,0,1,4,3,1,1,1,2,1,0,1,9,1,2,0
38157,3,2,0,6,0,1,0,1,4,3,2,1,1,0,0,0,1,9,1,2,0
38158,3,2,0,1,0,1,0,1,4,3,1,1,0,1,2,0,1,9,1,2,1
38159,3,2,0,1,0,0,0,1,4,3,1,1,0,2,2,0,1,9,1,2,0
38160,3,2,0,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38161,6,5,0,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38162,6,2,0,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38163,4,4,2,5,0,0,0,1,4,3,1,1,1,2,1,0,1,9,1,2,0
38164,4,4,2,5,0,0,0,1,4,3,1,1,1,2,1,0,1,9,1,2,0
38166,7,5,0,3,0,1,0,0,4,3,1,1,1,0,0,0,1,9,1,2,0
38178,7,5,2,0,1,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,1
38167,3,2,0,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38168,5,6,0,6,0,1,0,0,4,3,1,1,1,1,1,0,1,9,1,2,0
38169,7,5,0,0,0,0,0,1,4,3,1,2,1,2,1,0,1,9,1,2,0
38170,2,2,1,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38171,5,4,0,4,0,1,0,1,4,3,1,6,0,3,1,0,1,9,1,2,0
38172,4,4,2,5,0,1,1,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38173,2,7,1,3,0,1,0,1,4,3,1,1,0,1,2,0,1,9,1,2,1
38174,3,2,0,1,0,1,0,1,4,3,1,1,1,1,1,0,1,9,1,2,0
38175,7,5,0,0,0,1,0,1,4,3,1,1,1,1,1,0,1,9,1,2,1
38176,2,4,1,6,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38177,5,6,2,6,1,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38207,4,6,0,6,0,1,1,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38209,5,4,0,0,0,0,1,1,4,2,2,2,0,2,2,0,1,9,1,2,0
38265,5,4,0,4,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38210,3,2,0,6,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38240,4,6,1,6,0,1,0,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38241,7,5,0,3,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38242,3,2,0,6,0,1,1,1,4,0,1,1,1,1,1,0,1,9,1,2,1
38243,2,7,2,1,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,0
38244,4,6,1,6,0,0,0,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38245,3,3,0,0,0,1,0,0,4,0,1,3,0,1,2,0,1,9,1,2,0
38246,7,5,0,6,0,0,1,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38247,7,5,0,6,0,1,0,1,4,0,2,2,1,1,1,0,1,9,1,2,0
38248,3,4,2,4,0,0,1,1,4,1,1,1,1,2,1,0,1,9,1,2,0
38249,3,2,0,4,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38250,4,4,0,3,0,1,0,1,4,1,1,1,0,1,2,0,1,9,1,2,0
38251,4,2,0,2,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38252,8,5,0,0,0,1,1,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38253,7,5,1,6,0,2,2,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38254,7,5,1,6,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38255,7,5,1,6,0,0,0,0,4,1,1,1,1,0,0,0,1,9,1,2,0
38256,2,11,1,3,0,2,2,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38257,3,6,0,6,0,0,0,1,4,1,1,2,1,0,0,0,1,9,1,2,1
38258,3,11,1,6,0,1,0,1,4,1,1,2,1,0,0,0,1,9,1,2,1
38259,3,6,0,6,0,1,0,1,4,1,2,2,1,0,0,0,1,9,1,2,1
38260,8,5,0,0,0,0,0,1,4,1,1,1,1,2,1,0,1,9,1,2,1
38261,4,3,1,3,0,0,0,1,4,1,2,1,1,2,1,0,1,9,1,2,0
38262,3,7,0,1,0,0,1,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38263,5,7,0,3,0,0,1,1,4,1,1,1,1,2,1,0,1,9,1,2,0
38264,5,4,0,4,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38239,5,4,0,6,0,1,0,1,4,0,1,3,1,1,1,0,1,9,1,2,1
38237,4,6,1,6,0,1,0,1,4,0,1,1,1,0,0,0,1,9,1,2,1
38236,5,4,0,6,0,0,0,1,4,0,1,1,1,1,1,0,1,9,1,2,0
38222,6,5,0,1,0,0,0,1,4,2,3,1,1,0,0,0,1,9,1,2,0
38211,6,2,0,5,0,1,0,1,4,2,1,1,1,1,1,0,1,9,1,2,1
38212,4,6,0,6,0,0,0,1,4,2,1,1,0,1,2,0,1,9,1,2,1
38213,4,6,0,6,0,1,0,1,4,2,1,1,1,1,1,0,1,9,1,2,1
38214,4,6,0,6,0,0,0,1,4,2,1,1,1,1,1,0,1,9,1,2,0
38215,3,4,0,6,0,1,0,0,4,2,1,2,1,0,0,0,1,9,1,2,0
38216,3,2,0,6,0,0,0,1,4,2,1,2,1,1,1,0,1,9,1,2,0
38217,5,4,0,0,0,1,0,0,4,2,1,1,1,0,0,0,1,9,1,2,0
38218,5,2,0,5,0,1,0,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38219,5,4,0,0,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38220,3,2,0,6,0,1,1,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38221,6,5,0,1,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,1
38223,4,4,0,4,0,0,0,1,4,3,1,2,1,0,0,0,1,9,1,2,0
38235,2,7,2,1,0,0,0,1,4,0,1,2,1,0,0,0,1,9,1,2,0
38224,4,2,0,1,0,0,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38225,6,4,0,4,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38226,4,6,2,5,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38227,4,6,2,5,0,1,0,0,4,3,1,1,1,0,0,0,1,9,1,2,0
38228,4,6,2,5,0,0,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38229,7,5,2,5,0,0,0,1,4,3,1,2,1,0,0,0,1,9,1,2,0
38230,5,6,2,6,0,1,0,1,4,3,1,2,0,1,2,0,1,9,1,2,1
38231,3,4,0,4,1,0,0,1,4,3,2,1,1,0,0,0,1,9,1,2,1
38232,3,6,1,3,0,0,0,1,4,3,1,1,1,0,0,0,1,9,1,2,1
38233,6,4,0,4,0,1,0,1,4,3,2,1,1,0,0,0,1,9,1,2,0
38234,4,6,1,6,0,0,0,1,4,4,2,2,1,0,0,0,1,9,1,2,1
38381,6,5,0,5,0,2,2,0,4,0,1,3,1,1,1,0,1,9,1,2,0
38319,3,2,1,6,0,1,0,0,4,3,1,3,0,2,2,0,1,9,1,2,1
38383,6,5,0,4,0,0,0,0,4,0,1,2,1,0,0,0,1,9,1,2,0
38533,2,4,1,6,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38522,4,2,0,1,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38523,4,2,0,1,0,1,1,0,4,2,1,1,1,0,0,0,1,9,1,2,0
38524,3,2,0,6,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38525,4,2,0,1,0,1,1,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38526,3,6,0,6,0,1,0,1,4,2,2,1,1,0,0,0,1,9,1,2,0
38527,6,5,0,1,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38528,4,2,0,1,0,1,0,1,4,2,2,1,1,0,0,0,1,9,1,2,0
38529,5,7,2,3,0,1,0,0,4,2,1,1,1,0,0,0,1,9,1,2,1
38530,6,3,0,1,0,0,0,1,4,2,1,1,0,1,2,0,1,9,1,2,0
38531,3,2,1,6,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,1
38532,3,9,1,6,0,1,0,0,4,2,1,2,1,0,0,0,1,9,1,2,0
38534,3,2,0,6,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38520,6,3,0,1,0,0,0,1,4,2,1,1,1,0,0,0,1,9,1,2,0
38535,4,6,0,6,0,1,0,0,4,2,1,1,1,0,0,0,1,9,1,2,0
38536,7,5,0,0,0,1,0,0,4,2,1,1,1,0,0,0,1,9,1,2,0
38537,3,9,1,6,0,0,0,0,4,2,1,1,1,0,0,0,1,9,1,2,0
38538,4,2,0,1,0,0,0,1,4,2,1,3,1,1,1,0,1,9,1,2,1
38539,6,5,0,1,0,0,0,1,4,2,1,1,0,1,2,0,1,9,1,2,1
38540,5,5,0,0,0,0,1,1,4,3,1,2,1,0,0,0,1,9,1,2,1
38541,2,11,1,1,0,1,0,1,4,3,1,3,1,0,0,0,1,9,1,2,1
38542,2,4,0,4,0,1,1,1,4,3,1,2,1,0,0,0,1,9,1,2,0
38543,3,2,0,6,0,0,0,1,4,3,1,2,1,1,1,0,1,9,1,2,0
38544,3,2,0,1,0,1,0,1,4,3,1,2,1,1,1,0,1,9,1,2,0
38545,6,4,0,4,0,0,0,1,4,3,1,1,1,0,0,0,1,9,1,2,0
38521,6,5,0,1,0,1,0,1,4,2,1,1,1,0,0,0,1,9,1,2,1
38519,6,6,0,4,0,1,0,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38492,4,3,0,6,0,0,0,0,4,1,1,2,1,0,0,0,1,9,1,2,0
38505,8,5,0,6,1,1,1,1,4,1,1,2,0,1,2,0,1,9,1,2,0
38494,3,1,1,1,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38495,6,0,0,0,0,2,2,1,4,1,2,2,1,0,0,0,1,9,1,2,1
38496,4,6,0,6,0,0,0,0,4,1,1,1,0,1,2,0,1,9,1,2,1
38497,6,5,0,1,0,0,0,0,4,1,1,1,1,0,0,0,1,9,1,2,0
38498,2,11,1,2,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38499,2,11,1,2,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38500,3,4,0,4,0,1,0,0,4,1,1,2,1,0,0,0,1,9,1,2,0
38501,3,2,1,6,0,1,0,0,4,1,1,1,1,2,1,0,1,9,1,2,0
38502,3,2,0,4,0,0,0,0,4,1,1,2,1,0,0,0,1,9,1,2,0
38503,6,4,0,4,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38504,6,4,0,4,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,0
38506,6,0,0,0,0,1,0,1,4,1,1,2,1,1,1,0,1,9,1,2,0
38518,8,0,0,0,0,1,0,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38507,4,4,0,5,0,0,1,1,4,1,1,2,1,0,0,0,1,9,1,2,0
38508,3,6,0,6,0,1,0,1,4,1,1,3,0,1,2,0,1,9,1,2,1
38509,6,5,2,4,0,1,0,1,4,1,1,2,1,0,0,0,1,9,1,2,1
38510,4,3,0,3,0,1,0,1,4,1,1,1,1,1,1,0,1,9,1,2,0
38511,3,1,1,1,0,1,0,1,4,1,1,2,1,0,0,0,1,9,1,2,0
38512,2,6,1,6,0,1,0,1,4,1,1,1,0,1,2,0,1,9,1,2,0
38513,2,2,1,1,0,1,0,1,4,1,1,2,1,3,1,0,1,9,1,2,0
38514,7,5,0,0,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38515,2,11,1,1,0,0,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38516,3,4,1,6,0,1,0,1,4,1,1,1,1,0,0,0,1,9,1,2,1
38517,7,5,0,0,0,0,0,1,4,2,1,2,1,0,0,0,1,9,1,2,0
38546,5,5,0,0,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,1
38547,3,2,1,6,0,0,0,1,4,3,1,1,1,1,1,0,1,9,1,2,1
38548,8,5,2,1,0,1,0,1,4,3,1,1,1,0,0,0,1,9,1,2,1
38588,6,5,0,0,1,1,0,1,4,4,1,1,1,0,0,0,1,9,1,2,0
38577,8,5,1,0,0,1,0,1,4,3,1,2,1,0,0,0,1,9,1,2,0
38578,6,4,0,0,0,1,0,1,4,3,1,6,1,2,1,0,1,9,1,2,0
38579,3,10,3,6,0,1,0,0,4,3,1,4,1,1,1,0,1,9,1,2,0
38580,7,5,2,2,0,0,0,1,4,4,2,2,1,2,1,0,1,9,1,2,0
38581,2,2,1,6,0,1,1,0,4,4,1,3,1,0,0,0,1,9,1,2,0
38582,7,5,2,2,0,0,0,1,4,4,1,2,1,0,0,0,1,9,1,2,1
38583,6,5,0,0,0,0,0,1,4,4,1,5,1,0,0,0,1,9,1,2,0
38584,2,11,1,1,0,0,0,1,4,4,1,3,1,0,0,0,1,9,1,2,1
38585,3,2,1,6,0,1,0,0,4,4,1,3,1,0,0,0,1,9,1,2,0
38586,2,3,0,3,0,1,0,1,4,4,1,1,1,0,0,0,1,9,1,2,0
38587,7,5,0,0,0,0,0,1,4,4,1,1,0,1,2,0,1,9,1,2,0
38589,3,4,1,6,1,0,1,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38549,7,5,2,0,0,0,0,1,4,3,1,2,1,0,0,0,1,9,1,2,0
38590,3,4,1,6,1,1,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38591,3,4,1,6,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38592,3,8,1,6,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38593,3,2,1,6,0,1,0,1,4,4,1,2,1,0,0,0,1,9,1,2,0
38594,5,4,0,3,0,0,0,1,4,4,1,1,1,0,0,0,1,9,1,2,1
38595,2,11,1,1,0,0,0,1,4,4,1,1,1,1,1,0,1,9,1,2,1
38596,6,5,0,0,0,1,1,1,4,4,1,3,1,0,0,0,1,9,1,2,1
